Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Description
Tetradecane,-5.45,1,198.39399999999995,0,0,11,0.0,-7.96,CCCCCCCCCCCCCC,"cid is 6361,compound_name is 2-Chloropropane,cid_paras is 6361,Molecular_Weight is 78.54,XLogP3 is 1.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 78.0236279,Monoisotopic_Mass is 78.0236279,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 10.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 2-chloropropaneappearsasacolorlessliquidwithachloroform-likeodor.Vaporsheavierthanair.Lessdensethanwater.Mayirritateskinandeyes,andbenarcoticinhighconcentrations.Afireandexplosionrisk.Usedtomakeotherchemicals."",""Markup"":[{""Start"":0,""Length"":15,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/2-chloropropane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6361"",Color/Form is COLORLESSLIQUID,Boiling_Point is 96.33°Fat760mmHg(NTP,1992),Melting_Point is -178.9°F(NTP,1992),Flash_Point is -26°F(NTP,1992),Density is 0.8617at68°F(NTP,1992)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
2-Chloropropane,-1.585,1,78.542,0,0,0,0.0,-1.41,CC(C)Cl,"cid is 8723,compound_name is 2-Methyl-1-butanol,cid_paras is 8723,Molecular_Weight is 88.15,XLogP3 is 1.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 2,Exact_Mass is 88.088815002,Monoisotopic_Mass is 88.088815002,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 6,Formal_Charge is 0,Complexity is 27.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid,Color/Form is COLORLESSLIQ,Boiling_Point is 128°C@760MMHG,Melting_Point is FREEZINGPOINT:LESSTHAN-70°C,Flash_Point is 50°C,Density is 0.816@20°C/4°C"
2-Methylbutanol,-1.027,1,88.14999999999999,1,0,2,20.23,-0.47,CCC(C)CO,"cid is 3017,compound_name is Diazinon,cid_paras is 3017,Molecular_Weight is 304.35,XLogP3 is 3.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 7,Exact_Mass is 304.10105071,Monoisotopic_Mass is 304.10105071,Topological_Polar_Surface_Area is 85.6,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 307,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid;lighttodarkbrown.Sinksinwater.Commercialsolutionscancontainethanol/xylene/acetonewithaflashpointintherange82-105°F."",""Markup"":[{""Start"":38,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"",Color/Form is Colorlessoil,Odor is Faintester-likeodor,Boiling_Point is Decomposes>248°F(NTP,1992),Melting_Point is <25°C,Flash_Point is 82to105°F(commercialsolutions)(NTP,1992),Density is 1.117at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Benzonitrile,-2.03,1,103.12399999999997,0,1,0,23.79,-1.0,N#Cc1ccccc1,"cid is 90590,compound_name is Fenfuram,cid_paras is 90590,Molecular_Weight is 201.22,XLogP3 is 2.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 201.078978594,Monoisotopic_Mass is 201.078978594,Topological_Polar_Surface_Area is 42.2,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 224,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Diazinon,-3.989,1,304.35200000000003,0,1,7,53.47,-3.64,CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,"cid is 50099,compound_name is 2,2',3,4',6-Pentachlorobiphenyl,cid_paras is 50099,Molecular_Weight is 326.4,XLogP3 is 6.3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 325.880439,Monoisotopic_Mass is 323.883389,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 17,Formal_Charge is 0,Complexity is 259,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
2-Undecanol,-3.096,1,172.312,1,0,8,20.23,-2.94,CCCCCCCCCC(C)O,"cid is 16559,compound_name is Lenacil,cid_paras is 16559,Molecular_Weight is 234.29,XLogP3 is 1.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 234.136827821,Monoisotopic_Mass is 234.136827821,Topological_Polar_Surface_Area is 49.4,""Unit"":""Å²"",Heavy_Atom_Count is 17,Formal_Charge is 0,Complexity is 394,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
"2,2',3,4,6-PCB",-6.627000000000001,1,326.437,0,2,1,0.0,-7.43,Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,"cid is 4790,compound_name is Phorate,cid_paras is 4790,Molecular_Weight is 260.4,XLogP3 is 3.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 8,Exact_Mass is 260.01283030,Monoisotopic_Mass is 260.01283030,Topological_Polar_Surface_Area is 101,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 156,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Phorateisaclearliquidwithanobjectionableodor.Usedasaninsecticideandacaricide;itisappliedtoplantsandsoil.(EPA,1998)"",""Markup"":[{""Start"":0,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Phorate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-4790,Color/Form is Palestrawtolightbrown;colorlesstoverylightyellowliquid.,Odor is Skunk-likeodor,Boiling_Point is 257to261°Fat2mmHg(EPA,1998),Melting_Point is -45°F(EPA,1998),Flash_Point is 320°F(NIOSH,2024),Density is 1.156at77°F(EPA,1998)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Lenacil,-3.355,1,234.29899999999995,1,3,1,54.86,-4.593999999999999,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,"cid is 4754,compound_name is Phenacetin,cid_paras is 4754,Molecular_Weight is 179.22,XLogP3 is 1.6,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 3,Exact_Mass is 179.094628657,Monoisotopic_Mass is 179.094628657,Topological_Polar_Surface_Area is 38.3,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 162,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Phenacetinisanodorlessfinewhitecrystallinesolidwithalightlybittertaste.Usedasananalgesicmedicine."",""Markup"":[{""Start"":0,""Length"":10,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Phenacetin"",""Type"":""PubChemInternalLink"",""Extra"":""CID-4754,Color/Form is Monoclinicprisms,Odor is ODORLESS,Boiling_Point is Decomposes(NTP,1992),Melting_Point is 273to280°F(NTP,1992)"
Phorate,-3.747,1,260.38599999999997,0,0,8,18.46,-4.11,CCOP(=S)(OCC)SCSCC,"cid is 34468,compound_name is Dinitramine,cid_paras is 34468,Molecular_Weight is 322.24,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 3,Exact_Mass is 322.08888939,Monoisotopic_Mass is 322.08888939,Topological_Polar_Surface_Area is 121,""Unit"":""Å²"",Heavy_Atom_Count is 22,Formal_Charge is 0,Complexity is 419,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Yellowsolid;[HSDB],Color/Form is Yellowcrystals,Melting_Point is 98.0-99.0°C,Density is 1.5g/ccat25°C"
Phenacetin,-2.342,1,179.219,1,1,3,38.33,-2.35,CCOc1ccc(NC(=O)C)cc1,"cid is 8129,compound_name is 1-Heptanol,cid_paras is 8129,Molecular_Weight is 116.20,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 5,Exact_Mass is 116.120115130,Monoisotopic_Mass is 116.120115130,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 35.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Waterycolorlessliquidwithaweakalcoholodor.Floatsonwater.(USCG,1999)"",""Markup"":[{""Start"":60,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Color/Form is Colorlessliquid,Odor is Fragrant,Boiling_Point is 349°Fat760mmHg(USCG,1999),Melting_Point is -29°F(USCG,1999),Flash_Point is 170°F(USCG,1999),Density is 0.822at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Dinitramine,-4.479,1,322.243,1,1,5,115.54000000000002,-5.47,CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,"cid is 2153,compound_name is Theophylline,cid_paras is 2153,Molecular_Weight is 180.16,XLogP3 is 0,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 0,Exact_Mass is 180.06472551,Monoisotopic_Mass is 180.06472551,Topological_Polar_Surface_Area is 69.3,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 267,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Theophyllineisanodorlesswhitecrystallinepowder.Odorless.Bittertaste.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":12,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Theophylline"",""Type"":""PubChemInternalLink"",""Extra"":""CID-2153,Color/Form is White,crystallinealkaloid,Odor is Odorless,Melting_Point is 522to525°F(NTP,1992),Density is g/cm³"
1-Heptanol,-1.751,1,116.204,1,0,5,20.23,-1.81,CCCCCCCO,"cid is 6473,compound_name is Butethal,cid_paras is 6473,Molecular_Weight is 212.25,XLogP3 is 1.7,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 4,Exact_Mass is 212.11609238,Monoisotopic_Mass is 212.11609238,Topological_Polar_Surface_Area is 75.3,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 279,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Melting_Point is 128.5,""Unit"":""°C"""
Theophylline,-1.452,1,180.16699999999997,1,2,0,72.68,-1.39,Cn1c(=O)n(C)c2nc[nH]c2c1=O,"cid is 3035,compound_name is p,p'-DDE,cid_paras is 3035,Molecular_Weight is 318.0,XLogP3 is 7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 2,Exact_Mass is 317.935061,Monoisotopic_Mass is 315.938011,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 269,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is P,p'-ddeappearsaswhitecrystallinesolidorwhitepowder.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/P%2Cp%27-dde"",""Type"":""PubChemInternalLink"",""Extra"":""CID-3035,Color/Form is White,crystallinesolid,Boiling_Point is 601.7°Fat760mmHg(NTP,1992),Melting_Point is 190to194°F(NTP,1992)"
Butethal,-1.974,1,212.249,2,1,4,75.27000000000001,-1.661,CCCCC1(CC)C(=O)NC(=O)NC1=O,"cid is 8091,compound_name is Methyl octanoate,cid_paras is 8091,Molecular_Weight is 158.24,XLogP3 is 3.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 7,Exact_Mass is 158.130679813,Monoisotopic_Mass is 158.130679813,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 99.7,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Methyloctanoateappearsasacolorlessliquid.Insolubleinwaterandaboutthesamedensityaswater.Usedtomakeotherchemicals."",""Markup"":[{""Start"":0,""Length"":16,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Methyl%20octanoate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8091"",Color/Form is COLORLESS,OILYLIQUID,Odor is POWERFUL,WINEY,FRUITY,ANDORANGE-LIKEODOR,Boiling_Point is 192.9°C@760mmHg,Melting_Point is -40°C,Density is 0.8775@20°C/4°C"
"P,P'-DDE",-6.553,1,318.0300000000001,0,2,2,0.0,-6.9,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,"cid is 7734,compound_name is 1,4-Diethylbenzene,cid_paras is 7734,Molecular_Weight is 134.22,XLogP3 is 3.5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 2,Exact_Mass is 134.109550447,Monoisotopic_Mass is 134.109550447,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 66,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid,Odor is Characteristicaromatic;likebenzene,liketoluene"",""Markup"":[{""Start"":30,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/benzene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-241"",Boiling_Point is 183.7°C,Melting_Point is -42.83°C,Flash_Point is 55°C,Density is 0.8620@20°C/4°C"
Methyl octanoate,-2.608,1,158.241,0,0,6,26.3,-3.17,CCCCCCCC(=O)OC,"cid is 25670,compound_name is Terbufos,cid_paras is 25670,Molecular_Weight is 288.4,XLogP3 is 4.5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 8,Exact_Mass is 288.04413043,Monoisotopic_Mass is 288.04413043,Topological_Polar_Surface_Area is 101,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 206,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Technicalproductisaclear,colorlesstopaleyellowliquid.Usedasasoilinsecticide.(EPA,1998),Color/Form is Slightlyyellowishliquid,Odor is Mercaptan-likeodor,Boiling_Point is 156°Fat0.01mmHg(EPA,1998),Melting_Point is -20.6°F(EPA,1998),Flash_Point is 190°F(EPA,1998),Density is 1.105at75.2°F(EPA,1998)-Denserthanwater;willsink"",""Markup"":[{""Start"":43,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"1,4-Diethylbenzene ",-3.633,1,134.22199999999998,0,1,2,0.0,-3.75,CCc1ccc(CC)cc1,"cid is 24744,compound_name is Phenmedipham,cid_paras is 24744,Molecular_Weight is 300.31,XLogP3 is 3.6,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 300.11100700,Monoisotopic_Mass is 300.11100700,Topological_Polar_Surface_Area is 76.7,""Unit"":""Å²"",Heavy_Atom_Count is 22,Formal_Charge is 0,Complexity is 388,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Phenmediphamappearsascolorlesscrystalsorwhitepowder.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":12,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Phenmedipham"",""Type"":""PubChemInternalLink"",""Extra"":""CID-24744,Color/Form is Colorlesscrystals,Odor is ODORLESS,Melting_Point is 289to291°F(NTP,1992),Flash_Point is 74°CCC,Density is 0.25to0.3at68°F(NTP,1992)"
Terbufos,-4.367,1,288.44,0,0,7,18.46,-4.755,CCOP(=S)(OCC)SCSC(C)(C)C,"cid is 6366,compound_name is Vinylidene chloride,cid_paras is 6366,Molecular_Weight is 96.94,XLogP3 is 2.3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 95.9533555,Monoisotopic_Mass is 95.9533555,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 27,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Vinylidenechloride,stabilizedappearsasaclearcolorlessliquidwithachloroform-likeodor.Flashpoint0°F.Boilingpoint99°F.Denser(at10.1lb/gal)thanwaterandinsolubleinwater.Hencesinksinwater.Maypolymerizeexothermicallyifheatedorcontaminated.Ifthepolymerizationtakesplaceinsideacontainer,thecontainermayruptureviolently.Vaporsheavierthanair."",""Markup"":[{""Start"":0,""Length"":19,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Vinylidene%20chloride"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6366"",Color/Form is Colorlessliquid,Odor is Mild,sweetodorresemblingthatofchloroform"",""Markup"":[{""Start"":36,""Length"":10,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/chloroform"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6212,Boiling_Point is 89.1°Fat760mmHg(NTP,1992),Melting_Point is -188.5°F(NTP,1992),Flash_Point is 14°F(NTP,1992),Density is 1.21at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Phenmedipham,-4.229,1,300.314,2,2,3,76.66,-4.805,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,"cid is 15604,compound_name is 1-Methylfluorene,cid_paras is 15604,Molecular_Weight is 180.24,XLogP3 is 5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 180.093900383,Monoisotopic_Mass is 180.093900383,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 0,Complexity is 208,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid;[AldrichMSDS]"
"1,1-Dichloroethylene",-1.939,1,96.944,0,0,0,0.0,-1.64,ClC(=C)Cl,"cid is 8063,compound_name is Valeraldehyde,cid_paras is 8063,Molecular_Weight is 86.13,XLogP3 is 1.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 3,Exact_Mass is 86.073164938,Monoisotopic_Mass is 86.073164938,Topological_Polar_Surface_Area is 17.1,""Unit"":""Å²"",Heavy_Atom_Count is 6,Formal_Charge is 0,Complexity is 32.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Valeraldehydeappearsasacolorlessliquid.Slightlysolubleinwaterandlessdensethanwater.Flashpoint54°F.Vaporsheavierthanair.Usedtomakeartificialflavoringsandrubber."",""Markup"":[{""Start"":0,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Valeraldehyde"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8063"",Color/Form is Liquid,Odor is POWERFUL,ACRID,PUNGENTODOR,Boiling_Point is 216to217°Fat760mmHg(NTP,1992),Melting_Point is -132.7°F(NTP,1992),Flash_Point is 53.6°F(NTP,1992),Density is 0.811at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
1-Methylfluorene,-4.478,1,180.25000000000003,0,3,0,0.0,-5.22,Cc1cccc2c1Cc3ccccc32,"cid is 11487,compound_name is Diphenylamine,cid_paras is 11487,Molecular_Weight is 169.22,XLogP3 is 3.5,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 2,Exact_Mass is 169.089149355,Monoisotopic_Mass is 169.089149355,Topological_Polar_Surface_Area is 12,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 116,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Diphenylamineisalighttantobrownsolidwithapleasantodor.Sinksinwater.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Diphenylamine"",""Type"":""PubChemInternalLink"",""Extra"":""CID-11487"",Color/Form is Monoclinicleafletsfromdilutealcohol,Odor is Pleasant,floralodor.,Boiling_Point is 576°Fat760mmHg(NTP,1992),Melting_Point is 129to131°F(NTP,1992),Flash_Point is 307°F(NTP,1992),Density is 1.068at141.8°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Valeraldehyde,-1.103,1,86.13399999999999,0,0,3,17.07,-0.85,CCCCC=O,"cid is 44178,compound_name is Fenothiocarb,cid_paras is 44178,Molecular_Weight is 253.36,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 7,Exact_Mass is 253.11365002,Monoisotopic_Mass is 253.11365002,Topological_Polar_Surface_Area is 54.8,""Unit"":""Å²"",Heavy_Atom_Count is 17,Formal_Charge is 0,Complexity is 216,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
