CMPD_CHEMBLID,exp,smiles,Description
CHEMBL2335903,3.17,C[C@@H](NC1=CC(=O)CCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,"cid is 8400,compound_name is Benzoin,cid_paras is 8400,Molecular_Weight is 212.24,XLogP3 is 2.1,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 3,Exact_Mass is 212.083729621,Monoisotopic_Mass is 212.083729621,Topological_Polar_Surface_Area is 37.3,""Unit"":""Å²"",Heavy_Atom_Count is 16,Formal_Charge is 0,Complexity is 225,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Benzoinisanoff-whitetoyellow-whitecrystallinesolidwithanodorofcamphor.Slightlyacridtaste.Whenbrokenthefreshsurfaceshaveamilky-whitecolor.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Benzoin"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8400"",Color/Form is PALEYELLOWCRYSTALS,Odor is SWEETNON-DESCRIPTODOR,Boiling_Point is 651°Fat760mmHg(NTP,1992),Melting_Point is 279°F(NTP,1992),Solubility is lessthan0.1mg/mLat64°F(NTP,1992),Density is 1.31at68°F(NTP,1992)-Denserthanwater;willsink"",""Markup"":[{""Start"":40,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
CHEMBL2042442,2.21,O=C1C=C(Nc2ccccc12)c3occc3,"cid is 10094212,compound_name is N-[2-[(2S)-3-(5-fluorospiro[3H-1-benzofuran-2,4'-piperidine]-1'-yl)-2-hydroxypropoxy]-4-hydroxyphenyl]acetamide,cid_paras is 10094212,Molecular_Weight is 430.5,XLogP3 is 2.3,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 6,Exact_Mass is 430.19040013,Monoisotopic_Mass is 430.19040013,Topological_Polar_Surface_Area is 91.3,""Unit"":""Å²"",Heavy_Atom_Count is 31,Formal_Charge is 0,Complexity is 615,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2326476,2.66,Nc1nc2cc3CCN(Cc4ccccc4)CCc3cc2s1,"cid is 2808988,compound_name is 6,7-dimethoxy-N-(3-methoxyphenyl)quinazolin-4-amine,cid_paras is 2808988,Molecular_Weight is 311.33,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 5,Exact_Mass is 311.12699141,Monoisotopic_Mass is 311.12699141,Topological_Polar_Surface_Area is 65.5,""Unit"":""Å²"",Heavy_Atom_Count is 23,Formal_Charge is 0,Complexity is 371,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1784346,2.1,Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCC(F)(F)CC3)N(O)C=O,"cid is 10155136,compound_name is 4-(2-Fluoro-4-methylphenylamino)-6,7-dimethoxyquinoline-3-carboxamide,cid_paras is 10155136,Molecular_Weight is 355.4,XLogP3 is 3.6,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 5,Exact_Mass is 355.13321961,Monoisotopic_Mass is 355.13321961,Topological_Polar_Surface_Area is 86.5,""Unit"":""Å²"",Heavy_Atom_Count is 26,Formal_Charge is 0,Complexity is 495,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL325093,1.69,Oc1ccc(CCNCCCNS(=O)(=O)CCOCc2cccc3ccccc23)c4sc(O)nc14,"cid is 54586636,compound_name is 2-[2-[2-Chloro-4-[methyl(methylsulfonyl)amino]phenyl]-4-fluorophenoxy]acetic acid,cid_paras is 54586636,Molecular_Weight is 387.8,XLogP3 is 3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 6,Exact_Mass is 387.0343496,Monoisotopic_Mass is 387.0343496,Topological_Polar_Surface_Area is 92.3,""Unit"":""Å²"",Heavy_Atom_Count is 25,Formal_Charge is 0,Complexity is 569,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL89786,4.0,c1ccc(cc1)c2ccc3ccccc3n2,"cid is 10231705,compound_name is 3-amino-6-[4-(4-methylpiperazin-1-yl)sulfonylphenyl]-N-[4-(pyrrolidin-1-ylmethyl)pyridin-3-yl]pyrazine-2-carboxamide,cid_paras is 10231705,Molecular_Weight is 536.7,XLogP3 is 1,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 10,Rotatable_Bond_Count is 7,Exact_Mass is 536.23180809,Monoisotopic_Mass is 536.23180809,Topological_Polar_Surface_Area is 146,""Unit"":""Å²"",Heavy_Atom_Count is 38,Formal_Charge is 0,Complexity is 879,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2164673,0.9,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCC=CC2,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL279250,1.79,CNS(=O)(=O)NC1=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccccc2,"cid is 174174,compound_name is Atropine,cid_paras is 174174,Molecular_Weight is 289.4,XLogP3 is 1.8,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 289.16779360,Monoisotopic_Mass is 289.16779360,Topological_Polar_Surface_Area is 49.8,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 353,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 2,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Melting_Point is 108.5,""Unit"":""°C"",Solubility is 3560,""Unit"":""mg/L(at20°C)"""
CHEMBL341876,0.61,O=S(=O)(NCCNc1ncccn1)c2cccc3cnccc23,"cid is 3117357,compound_name is 2-(4-Bromo-phenyl)-2,3-dihydro-1H-quinazolin-4-one,cid_paras is 3117357,Molecular_Weight is 303.15,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 302.00548,Monoisotopic_Mass is 302.00548,Topological_Polar_Surface_Area is 41.1,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 315,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Solubility is 9[ug/mL](ThemeanoftheresultsatpH7.4)"
CHEMBL1783112,1.6,COc1ccc2nc(C)cc(c2c1)n3cc(CNC(=O)C)nn3,"cid is 10299410,compound_name is 6-Fluoro-4-methoxy-8-(4-methyl-1-piperazinyl)-N-[4-(4-morpholinyl)phenyl]-2-quinolinecarboxamide,cid_paras is 10299410,Molecular_Weight is 479.5,XLogP3 is 3.1,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 5,Exact_Mass is 479.23326800,Monoisotopic_Mass is 479.23326800,Topological_Polar_Surface_Area is 70.2,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 695,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2169920,2.23,Oc1ccc(CCNCCN(C2CCCCC2)C(=O)CCNCCc3ccc(Cl)c(Cl)c3)c4OCC(=O)Nc14,"cid is 1978,compound_name is Acebutolol,cid_paras is 1978,Molecular_Weight is 336.4,XLogP3 is 1.7,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 10,Exact_Mass is 336.20490738,Monoisotopic_Mass is 336.20490738,Topological_Polar_Surface_Area is 87.7,""Unit"":""Å²"",Heavy_Atom_Count is 24,Formal_Charge is 0,Complexity is 401,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Melting_Point is 136-138,Solubility is 259,""Unit"":""mg/L"""
CHEMBL1082983,2.37,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,"cid is 66615619,compound_name is (2S)-2-[4-[[4-(2,4-dichloro-3-methylphenoxy)piperidin-1-yl]methyl]piperidin-1-yl]-3-(4-fluorophenyl)propanoic acid,cid_paras is 66615619,Molecular_Weight is 523.5,XLogP3 is 4.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 8,Exact_Mass is 522.1852265,Monoisotopic_Mass is 522.1852265,Topological_Polar_Surface_Area is 53,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 665,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL397237,3.29,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,"cid is 3826,compound_name is Ketorolac,cid_paras is 3826,Molecular_Weight is 255.27,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 3,Exact_Mass is 255.08954328,Monoisotopic_Mass is 255.08954328,Topological_Polar_Surface_Area is 59.3,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 376,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Melting_Point is 162-165°C(tromethaminesalt)"",""Markup"":[{""Start"":12,""Length"":12,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/tromethamine"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6503,Solubility is 200,""Unit"":""g/l(tromethaminesalt)"""
CHEMBL1209820,3.32,CCCS(=O)(=O)c1ccc(cc1)C(CNS(=O)(=O)c2ccc(cc2)C(F)(F)F)N3CCCCCC3,"cid is 3661,compound_name is Atropine sulfate,cid_paras is 3661,Molecular_Weight is 289.4,XLogP3 is 1.8,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 289.16779360,Monoisotopic_Mass is 289.16779360,Topological_Polar_Surface_Area is 49.8,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 353,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 3,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Melting_Point is 108.5,""Unit"":""°C"",Solubility is 3560,""Unit"":""mg/L(at20°C)"""
CHEMBL282625,2.2,NC(=N)c1cc2c(\C=C\c3ccc4OCOc4c3)cccc2s1,"cid is 1989,compound_name is Acetohexamide,cid_paras is 1989,Molecular_Weight is 324.4,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 4,Exact_Mass is 324.11437830,Monoisotopic_Mass is 324.11437830,Topological_Polar_Surface_Area is 101,""Unit"":""Å²"",Heavy_Atom_Count is 22,Formal_Charge is 0,Complexity is 498,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Acetohexamideisawhitefluffycrystallinepowderwithalmostnoodor.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Acetohexamide"",""Type"":""PubChemInternalLink"",""Extra"":""CID-1989,Color/Form is Crystalsfrom90%aqethanol"",""Markup"":[{""Start"":21,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ethanol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-702,Odor is PRACTICALLYODORLESS,Melting_Point is 370to374°F(NTP,1992),Solubility is lessthan1mg/mLat64°F(NTP,1992)"
CHEMBL2158816,2.6,OC(=O)C(N1CCCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C1)c4ccccc4,"cid is 10109058,compound_name is 1-(3-Carbamoyl-5-(4-(piperidin-1-ylmethyl)phenyl)thiophen-2-yl)urea,cid_paras is 10109058,Molecular_Weight is 358.5,XLogP3 is 2.3,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 358.14634713,Monoisotopic_Mass is 358.14634713,Topological_Polar_Surface_Area is 130,""Unit"":""Å²"",Heavy_Atom_Count is 25,Formal_Charge is 0,Complexity is 476,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL260488,0.69,CCOC(=O)c1cc(O)c(nn1)c2ccccc2,"cid is 23729877,compound_name is N-(1-adamantylmethyl)-2-methyl-5-(piperazin-1-ylmethyl)furan-3-carboxamide,cid_paras is 23729877,Molecular_Weight is 371.5,XLogP3 is 2.8,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 5,Exact_Mass is 371.25727730,Monoisotopic_Mass is 371.25727730,Topological_Polar_Surface_Area is 57.5,""Unit"":""Å²"",Heavy_Atom_Count is 27,Formal_Charge is 0,Complexity is 519,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2144949,1.69,c1ccc2c(c1)nnn2c3ccncc3,"cid is 23519852,compound_name is 5-[[(2-fluorophenyl)methyl]thio]-7-[[(1R)-2-hydroxy-1-methylethyl]amino]thiazolo[4,5-d]pyrimidin-2(3H)-one,cid_paras is 23519852,Molecular_Weight is 366.4,XLogP3 is 2.8,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 6,Exact_Mass is 366.06204624,Monoisotopic_Mass is 366.06204624,Topological_Polar_Surface_Area is 138,""Unit"":""Å²"",Heavy_Atom_Count is 24,Formal_Charge is 0,Complexity is 448,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1957851,2.8,Cc1cccc(CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4)c1,"cid is 262282,compound_name is 2-(5-Bromobiphenyl-2-yloxy)acetic acid,cid_paras is 262282,Molecular_Weight is 307.14,XLogP3 is 3.5,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 4,Exact_Mass is 305.98916,Monoisotopic_Mass is 305.98916,Topological_Polar_Surface_Area is 46.5,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 276,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL2205493,1.05,Nc1nc(O)cc(n1)c2ccc(O)cc2,"cid is 2913,compound_name is Cyproheptadine,cid_paras is 2913,Molecular_Weight is 287.4,XLogP3 is 4.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 287.167399674,Monoisotopic_Mass is 287.167399674,Topological_Polar_Surface_Area is 3.2,""Unit"":""Å²"",Heavy_Atom_Count is 22,Formal_Charge is 0,Complexity is 423,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid,Color/Form is CRYSTALSFROMDILETHANOL,Melting_Point is 112.3-113.3,Solubility is WHITETOSLIGHTLYYELLOW,CRYSTALLINEPOWDER;ODORLESS;SLIGHTBITTERTASTE;NONHYGROSCOPIC;1GSOLIN1.5MLMETHANOL,16MLCHLOROFORM,35MLALCOHOL,275MLWATER;PRACTICALLYINSOLINETHER/HCL/"",""Markup"":[{""Start"":111,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/METHANOL"",""Type"":""PubChemInternalLink"",""Extra"":""CID-887"""
CHEMBL168418,3.0,O=C(NCc1ccccc1)c2cccnc2Oc3ccccc3,"cid is 25133976,compound_name is 4-({4-Fluoro-3-[(4-propanoylpiperazin-1-yl)carbonyl]phenyl}methyl)-1,2-dihydrophthalazin-1-one,cid_paras is 25133976,Molecular_Weight is 422.5,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 4,Exact_Mass is 422.17541877,Monoisotopic_Mass is 422.17541877,Topological_Polar_Surface_Area is 82.1,""Unit"":""Å²"",Heavy_Atom_Count is 31,Formal_Charge is 0,Complexity is 734,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL474830,2.0,CC(C)CNc1nc(nc(N2CC(O)C2)c1N)C#N,"cid is 57401936,compound_name is 4-[2,4-Dimethoxy-5-[(2-piperidin-1-ylphenyl)methylsulfamoyl]anilino]-4-oxobutanoic acid,cid_paras is 57401936,Molecular_Weight is 505.6,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 3,Hydrogen_Bond_Acceptor_Count is 9,Rotatable_Bond_Count is 11,Exact_Mass is 505.18827151,Monoisotopic_Mass is 505.18827151,Topological_Polar_Surface_Area is 143,""Unit"":""Å²"",Heavy_Atom_Count is 35,Formal_Charge is 0,Complexity is 797,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1715438,1.1,CN(C)C(=O)N1CCC(CC1)C(=O)NCc2cccs2,"cid is 53323741,compound_name is 1-(7-(phenoxymethyl)-2H-pyrido[3,2-b][1,4]oxazin-4(3H)-yl)ethanone,cid_paras is 53323741,Molecular_Weight is 284.31,XLogP3 is 1.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 3,Exact_Mass is 284.11609238,Monoisotopic_Mass is 284.11609238,Topological_Polar_Surface_Area is 51.7,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 357,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1762542,2.2,CN(c1ccnc(Nc2cc(cc(c2)C(=O)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,"cid is 96129,compound_name is 2-Amino-5-methyl-4-phenylthiazole,cid_paras is 96129,Molecular_Weight is 190.27,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 1,Exact_Mass is 190.05646950,Monoisotopic_Mass is 190.05646950,Topological_Polar_Surface_Area is 67.2,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 168,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL1209657,3.98,Fc1ccc(cc1Cl)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,"cid is 57399429,compound_name is N,N-dimethyl-4-[quinolin-8-yl-[1-(1,3-thiazol-4-ylmethyl)piperidin-4-ylidene]methyl]benzamide,cid_paras is 57399429,Molecular_Weight is 468.6,XLogP3 is 4.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 5,Exact_Mass is 468.19838270,Monoisotopic_Mass is 468.19838270,Topological_Polar_Surface_Area is 77.6,""Unit"":""Å²"",Heavy_Atom_Count is 34,Formal_Charge is 0,Complexity is 722,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL360106,4.1,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)[N+](=O)[O-],"cid is 49865496,compound_name is 5-methyl-8-(pyridin-3-yl)-[1,2,4]triazolo[4,3-a]quinolin-1(2H)-one,cid_paras is 49865496,Molecular_Weight is 276.29,XLogP3 is 1.6,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 1,Exact_Mass is 276.10111102,Monoisotopic_Mass is 276.10111102,Topological_Polar_Surface_Area is 57.6,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 512,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
CHEMBL196516,2.97,Clc1ccc(cc1)c2c[nH]nn2,"cid is 6946,compound_name is 2-Nitroaniline,cid_paras is 6946,Molecular_Weight is 138.12,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 0,Exact_Mass is 138.042927438,Monoisotopic_Mass is 138.042927438,Topological_Polar_Surface_Area is 71.8,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 132,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is O-nitroanilineisanorangesolidwithamustyodor.Sinksandmixesslowlywithwater.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":14,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/O-nitroaniline"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6946"",Color/Form is Yellow-orangecrystalsfromboilingwater"",""Markup"":[{""Start"":36,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Odor is Musty,Boiling_Point is 543°Fat760mmHg(NTP,1992),Melting_Point is 160.7°F(NTP,1992),Flash_Point is 335°F(NTP,1992),Solubility is lessthan1mg/mLat70.7°F(NTP,1992),Density is 1.44at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
