smiles,FDA_APPROVED,CT_TOX,PubchemCID,pos
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/[O-])/C(=O)C4)C,1,0,0,
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(Cc5cn[nH]c5C4)C,1,0,25249,1.1102230246251565e-16 4.625929269271486e-17 4.166666666659269e-06
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C,1,0,5878,9.090909090847532e-06 -4.545454545460353e-06 4.545454545466661e-06
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC(=O)O2)CCC4=CC(=O)C=C[C@]34C,1,0,13769,8.074349270001139e-17 4.5454545454357516e-06 3.532527805625498e-17
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,1,0,60198,9.090909091089763e-06 -1.5139404881252134e-17 1.0092936587501423e-17
C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C,1,0,68873,-3.703703703695072e-06 -3.703703703752639e-06 7.407407407416871e-06
C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F,1,0,15209,3.2258064515194327e-06 3.2258064516009084e-06 -6.451612903189282e-06
C[C@]12CCC(=O)C=C1C[C@H]([C@@H]3[C@]24[C@H](O4)C[C@]5([C@H]3CC[C@@]56CCC(=O)O6)C)C(=O)OC,1,0,443872,-3.3333333333255648e-06 -3.3333333333551707e-06 3.3333333333551707e-06
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F,1,0,443943,2.865091676452017e-17 -6.4516129032071894e-06 6.451612903239422e-06
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,1,0,6446,4.166666666656956e-06 8.333333333326054e-06 4.16666666665233e-06
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,1,1,5754,1.1538461538468807e-05 1.921539850312771e-17 -7.69230769231325e-06
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)[O-])O)C)O,1,0,40473194,-3.0303030302690535e-06 -6.0606060605582926e-06 6.060606060602029e-06
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC5CCCC5)O)C)O,1,0,223253,-5.714285714221643e-06 5.714285714169304e-06 -6.3441315692866086e-18
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COP(=O)([O-])[O-])O)C)O,1,0,20056950,-3.3333333333551707e-06 6.47630097698008e-18 -3.3333333333237144e-06
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,1,0,6010,2.4223047810003414e-16 -4.545454545453414e-06 -4.545454545433859e-06
C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O,1,0,0,
C[C@]12CCCCC[C@H]([C@@H]1[NH3+])Cc3c2cc(cc3)O,1,0,86310059,5.555555555591951e-06 1.111111111107288e-05 -9.25185853854297e-18
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,1,0,0,
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,1,0,0,
C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,1,0,0,
C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\\3[C@@]2(CCC/C3=C\\C=C/4\\C[C@H](C[C@@H](C4=C)O)O)C,1,0,0,
C[C@H]([C@@H](C(=O)N)NC(=O)[C@@H]1CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)C(C)C)CCCC[NH3+])Cc2c[nH]c3c2cccc3)Cc4ccc(cc4)O)NC(=O)[C@@H](Cc5ccc6ccccc6c5)[NH3+])O,1,0,0,
C[C@H]([C@@H](C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](Cc3ccccc3)C(=O)N)NC(=O)[C@H](Cc4ccc(cc4)OS(=O)(=O)[O-])NC(=O)[C@H](CC(=O)[O-])NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]5CCC(=O)N5)O,1,0,0,
C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)[O-])SCC/[NH+]=C/N)O,1,0,0,
C[C@H]([C@H](c1ccccc1)O)[NH3+],1,0,24848382,-4.0371746350005693e-17 -1.2616170734376778e-17 0.0
C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)[O-])/C)[C@H](C)O,1,0,0,
C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCC[NH2+]C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](Cc2ccc(cc2)O)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C,1,0,0,
C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCC[NH2+]C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccc(cc2)NC(=O)N)NC(=O)[C@H](Cc3ccc(cc3)NC(=O)[C@@H]4CC(=O)NC(=O)N4)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc5cccnc5)NC(=O)[C@@H](Cc6ccc(cc6)Cl)NC(=O)[C@@H](Cc7ccc8ccccc8c7)NC(=O)C,1,0,0,
C[C@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=O)N)NC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@@H](Cc4ccc(cc4)Cl)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C,1,0,0,
C[C@H](c1c(ccc(c1Cl)F)Cl)Oc2cc(cnc2N)c3cnn(c3)C4CC[NH2+]CC4,1,0,72199381,5.921189464667501e-17 1.4802973661668754e-17 -2.2204460492503132e-17
C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H]([NH+](CCO2)Cc3[nH]c(=O)[nH]n3)c4ccc(cc4)F,1,0,0,
C[C@H](c1cccc2c1cccc2)[NH2+]CCCc3cccc(c3)C(F)(F)F,1,0,36688243,7.692307692323926e-06 3.8461538460594805e-06 1.0675221390626506e-17
C[C@H](Cc1cc2c(c(c1)C(=O)N)N(CC2)CCCO)[NH2+]CCOc3ccccc3OCC(F)(F)F,1,0,0,
C[C@H](Cc1ccc(c(c1)O)O)[C@@H](C)Cc2ccc(c(c2)O)O,1,0,71398,8.074349270001139e-17 9.090909090867719e-06 -8.200510977344907e-18
C[C@H](Cc1ccc(cc1)OC)[NH2+]C[C@@H](c2ccc(c(c2)NC=O)O)O,1,0,40430269,3.999999999972914e-06 1.2000000000007561e-05 -4.000000000012882e-06
C[C@H](Cc1ccccc1)[NH+](C)CC#C,1,0,0,
C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1,0,9548590,-7.1428571428722165e-06 7.1428571428722165e-06 -9.912705577010326e-19
C[C@H](CCC(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,1,0,11870240,-1.0714285714387626e-05 -3.5714285714400732e-06 3.571428571439082e-06
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,0,1,0,
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,1,0,0,
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,1,0,0,
C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)([O-])[O-],1,0,131741206,-1.1686558153949016e-16 5.263157894689516e-06 -1.1686558153949016e-17
C[C@H](Cn1cnc2c1ncnc2N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,1,0,5481350,
C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)[O-])O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)[NH3+])O,1,0,0,
C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)NC(=[NH2+])N)O)NC(=[NH2+])N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)[NH2+]C)(C=O)O,1,0,25245365,2.500000000016378e-06 7.499999999992929e-06 2.50000000001499e-06
C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)CO)O)[NH3+])O,1,0,0,
C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)[O-])/c2csc(n2)N,1,0,0,
C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(cc9O)O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)[O-])O)CC(=O)N)NC(=O)[C@@H](CC(C)C)[NH2+]C)O)CO)O)O)(C)[NH3+])O,1,0,72715788,
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl,0,1,62770,
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl,0,1,443939,
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)C)O)[NH3+])O,1,0,0,
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)CO)O)[NH3+])O,1,0,0,
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5ccccc5C4=O)[O-])(C(=O)C)O)[NH3+])O,1,0,0,
C[C@H]1[C@H](O1)P(=O)([O-])[O-],1,0,6992020,1.2500000000026379e-05 0.0 1.2500000000033318e-05
C[C@H]1[C@H]2Cc3ccc(cc3[C@@]1(CC[NH+]2CC=C(C)C)C)O,1,0,25271709,4.76190476185137e-06 9.52380952378204e-06 -4.76190476188309e-06
C[C@H]1c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@H]13)O)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)[O-])[O-],1,0,0,
C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,1,0,6279,1.0714285714387626e-05 3.5714285714522163e-06 -3.5714285713885275e-06
C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,1,0,71414,-5.714285714348526e-06 3.8064789415719653e-17 8.57142857140225e-06
C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,1,0,9878,6.579099405186112e-17 -3.70370370369096e-06 -7.407407407398368e-06
C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)OC(=O)C,1,0,240767,6.6666666666511295e-06 -9.99999999995449e-06 2.960594732333751e-17
C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1,0,6741,3.289549702593056e-17 2.05596856412066e-17 -7.407407407414816e-06
C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)[O-])O,1,0,40469421,-2.941176470711995e-06 -5.882352941175823e-06 -2.941176470581381e-06
C[C@H]1C[C@H]2[C@@H]3CC[C@@H]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C,1,0,247839,-7.999999999874774e-06 4.4408920985006264e-17 4.000000000008441e-06
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,1,0,9782,1.4285714285776154e-05 -5.451988067355679e-18 2.7755575615628914e-17
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)OC(=O)c5ccccc5)C)O)F)C,1,0,5282492,8.333333333215225e-06 2.777777777697289e-06 2.7777777777450905e-06
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)F)C,1,0,443967,-9.677419354758854e-06 3.225806451630455e-06 -1.0744093786695063e-17
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@H]3C(=O)C[C@@]2([C@]1(C(=O)CO)O)C)C,1,0,5284587,-9.868649107779169e-17 -3.7037037037166595e-06 3.7037037037279674e-06
C[C@H]1C[NH+](CC[C@@]1(C)c2cccc(c2)O)C[C@H](Cc3ccccc3)C(=O)NCC(=O)[O-],1,0,51397022,3.225806451483619e-06 7.162729191130042e-17 3.225806451578525e-06
C[C@H]1CCC=C([C@]12CC[C@H](C2)C(=C)C)C,1,0,11310242,6.666666666739948e-06 6.666666666673334e-06 -6.47630097698008e-18
C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](C(C)C)NC(=O)[C@H]3CC4=C(CN3)C=C(C=C4)O,0,1,9956146,5.882352941371744e-06 1.1428766429964846e-17 2.9411764705936256e-06
C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CC[NH+](CC4)C)F)C(=O)[O-],1,0,6956357,-3.8461538462132035e-06 -3.8461538461982584e-06 -7.69230769230818e-06
C[N+](C)(C)C[C@@H](CC(=O)[O-])O,1,0,10917,-2.727272727262334e-05 -1.0092936587501423e-17 0.0
C[N+](C)(C)CC(=O)[O-],1,0,247,0.0 2.168404344971009e-19 -1.2500000000002093e-05
C[N+](C)(C)CCCCCC[NH2+]CC=C,1,0,101175466,-7.142857142967378e-06 7.142857142852391e-06 0.0
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,1,0,2968,-5.555555555542608e-06 1.1111111111116055e-05 -1.1111111111112201e-05
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,1,0,5314,5.000000000032756e-06 4.999999999991123e-06 1.000000000001347e-05
C[N+](C)(C)CCOC(=O)N,1,0,2551,1.3322676295501878e-16 -1.6653345369377347e-17 -2.5153490401663702e-18
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c3c1cccc3)C4c5ccccc5-c6c4cccc6,1,0,3601,5.2631578946778294e-06 -2.6315789473506012e-06 -5.263157894730419e-06
C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(c4cccs4)(c5cccs5)O)C,1,0,5487427,7.692307692323926e-06 7.692307692272684e-06 -7.692307692306845e-06
C[N+]1(C2CCC1CC(C2)OC(=O)C(c3ccccc3)O)C,1,0,3622,4.761904761935958e-06 2.114710523095536e-17 -1.057355261547768e-17
C[N+]1(CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O)CC6CC6,1,0,5361918,-3.416070845000482e-17 -1.1538461538434648e-05 1.2810265668751807e-17
C[N+]1(CCC(=C(c2ccccc2)c3ccccc3)CC1)C,1,0,6127,9.523809523977652e-06 0.0 3.8329128231106594e-17
C[N+]1(CCC(C1)OC(=O)C(c2ccccc2)(C3CCCC3)O)C,1,0,3494,1.3043478260819858e-05 -4.347826087081546e-06 -1.3043478260877782e-05
C[N+]1(CCc2cc(c(c(c2[C@H]1Cc3cc(c(c(c3)OC)OC)OC)OC)OC)OC)CCCOC(=O)CCC(=O)OCCC[N+]4(CCc5cc(c(c(c5[C@@H]4Cc6cc(c(c(c6)OC)OC)OC)OC)OC)OC)C,1,0,5311077,
C[N+]1(CCc2cc(c(cc2[C@H]1Cc3cc(c(c(c3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCc5cc(c(cc5[C@H]4Cc6cc(c(c(c6)OC)OC)OC)OC)OC)C,1,0,0,
C[N+]1(CCc2cc(c(cc2C1Cc3ccc(c(c3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCc5cc(c(cc5C4Cc6ccc(c(c6)OC)OC)OC)OC)C,1,0,47319,
C[N+]1(CCc2cc(c3cc2[C@@H]1Cc4ccc(cc4)Oc5c6c(cc(c5OC)OC)CC[N+]([C@@H]6Cc7ccc(c(c7)O3)OC)(C)C)OC)C,1,0,21233,-9.25185853854297e-18 -2.08333333333773e-06 4.1666666666014445e-06
C[N+]1(CCCC(C1)OC(=O)C(c2ccccc2)(c3ccccc3)O)C,1,0,4057,3.99999999995515e-06 -3.999999999999559e-06 7.999999999994679e-06
C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)[O-],1,0,0,
C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C,1,0,5850,-2.6122894697062506e-17 -5.882352941175823e-06 -5.882352941175823e-06
C[N+]1(CCN(CC1)CC(c2ccccc2)(C3CCCCC3)O)C,1,0,24199,8.695652174008627e-06 4.347826086888464e-06 7.240584943207542e-18
C[N+]12CCC(CC1)C(C2)OC(=O)C(c3ccccc3)(c4ccccc4)O,1,0,2784,3.846153846144883e-06 -1.1538461538434648e-05 -3.846153846196123e-06
C[n+]1cccc(c1)OC(=O)N(C)C,1,0,4991,-7.692307692289765e-06 7.692307692280157e-06 0.0
C[n+]1ccccc1/C=N/O,1,0,0,
C[N@@+]1(CCc2cc(c(cc2[C@H]1Cc3ccc(c(c3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N@+]4(CCc5cc(c(cc5[C@H]4Cc6ccc(c(c6)OC)OC)OC)OC)C,1,0,62887,
C[NH+](C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)c4cccc(c4C(=O)C3=C([C@@]2(C(=O)C(=C1[O-])C(=O)N)O)[O-])[O-])O,1,0,0,
C[NH+](C)[C@H]1[C@@H]2C[C@@H]3[C@@H](c4c(ccc(c4C(=O)C3=C([C@@]2(C(=O)C(=C1[O-])C(=O)N)O)[O-])[O-])Cl)O,1,0,0,
C[NH+](C)C[C@H]1CCCC[C@@]1(c2cccc(c2)OC)O,1,0,6918933,-5.2631578947245755e-06 1.052631578955433e-05 0.0
C[NH+](C)CC(c1ccc(cc1)O)C2(CCCCC2)O,1,0,59154494,0.0 3.5059674461847047e-17 9.495328500083576e-18
C[NH+](C)CC(c1ccc(cc1)OC)C2(CCCCC2)O,1,0,24848353,0.0 5.000000000043858e-06 -1.1102230246251566e-17
C[NH+](C)CC/C=C\1/c2ccccc2COc3c1cc(cc3)CC(=O)[O-],1,0,0,
C[NH+](C)CC/C=C\1/c2ccccc2Sc3c1cc(cc3)Cl,1,0,0,
C[NH+](C)CC[C@@H](c1ccc(cc1)Br)c2ccccn2,1,0,25271631,5.263157894631083e-06 -5.2631578947245755e-06 -5.263157894707046e-06
C[NH+](C)CCC(c1ccc(cc1)Br)c2ccccn2,1,0,74441064,5.263157894771322e-06 5.2631578948180684e-06 -1.0526315789466681e-05
C[NH+](C)CCC(c1ccc(cc1)Cl)c2ccccn2,1,0,3767528,-5.263157894689516e-06 -7.011934892369409e-17 5.263157894779813e-06
C[NH+](C)CCC(c1ccccc1)(c2ccccc2Cl)O,1,0,78423090,-8.881784197001253e-17 -7.771561172376095e-17 -5.000000000018878e-06
C[NH+](C)CCC(c1ccccc1)c2ccccn2,1,0,78422638,-1.1111111111096009e-05 5.5555555555179365e-06 1.6666666666658665e-05
C[NH+](C)CCc1c[nH]c2c1cc(cc2)C[C@H]3COC(=O)N3,1,0,25271986,-9.523809523787327e-06 1.057355261547768e-17 4.761904761925384e-06
C[NH+](C)CCc1c[nH]c2c1cc(cc2)Cn3cncn3,1,0,25271901,1.3322676295501878e-16 4.999999999988347e-06 -5.551115123125783e-18
C[NH+](C)CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N3CCCC3,1,0,25272022,-4.347826087023622e-06 8.695652173912086e-06 -4.347826086985005e-06
C[NH+](C)CCC[C@@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,1,0,0,
C[NH+](C)CCCC1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,1,0,0,
C[NH+](C)CCC=C1c2ccccc2CCc3c1cccc3,1,0,3413420,-1.057355261547768e-17 -1.4285714285723286e-05 -4.761904761889699e-06
C[NH+](C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl,1,0,4336361,1.6148698540002277e-16 9.090909090948461e-06 -9.090909090928276e-06
C[NH+](C)CCCN1c2ccccc2CCc3c1cccc3,1,0,3434472,4.229421046191072e-17 -4.761904761801146e-06 4.761904761904237e-06
C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)C(F)(F)F,1,0,25273236,-1.850371707708594e-17 -6.938893903907228e-17 4.16666666666216e-06
C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,1,0,638552,-9.523809523723886e-06 -4.761904761893664e-06 -9.523809523784685e-06
C[NH+](C)CCCN1c2ccccc2Sc3c1cccc3,1,0,5259899,-6.661338147750939e-17 2.2204460492503132e-17 9.999999999965593e-06
C[NH+](C)CCN(Cc1ccc(cc1)OC)c2ccccn2,1,0,3732019,1.2688263138573217e-16 4.76190476204698e-06 4.761904761920098e-06
C[NH+](C)CCN(Cc1ccccc1)c2ccccn2,1,0,3859614,-1.3439541877041369e-16 -5.2631578947245755e-06 -5.263157894680752e-06
C[NH+](C)CCn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)Cc4csc(n4)N)SC2)C(=O)[O-],1,0,0,
C[NH+](C)CCOC(c1ccc(cc1)Cl)c2ccccn2,1,0,74441118,-2.2204460492503132e-17 9.999999999865672e-06 1.4999999999970593e-05
C[NH+](C)CCOC(c1ccccc1)c2ccccc2,1,0,3267139,-5.263157894584337e-06 -5.263157894689516e-06 -3.5059674461847047e-17
C[NH+](C)CCOC(=O)C(c1ccccc1)C2(CCCC2)O,1,0,3819932,-4.229421046191072e-17 4.761904761949175e-06 1.057355261547768e-17
C[NH+](C)CCOc1ccc(cc1)/C(=C(/CCCl)\c2ccccc2)/c3ccccc3,1,0,0,
C[NH+](C)CCOc1ccc(cc1)CNC(=O)c2cc(c(c(c2)OC)OC)OC,1,0,25273237,3.5714285713885275e-06 7.1428571428722165e-06 9.912705577010326e-18
C[NH+](C/C=C/c1ccccc1)Cc2cccc3c2cccc3,1,0,0,
C[NH+](CC#C)Cc1ccccc1,1,0,0,
C[NH+](CCc1ccc(cc1)NS(=O)(=O)C)CCOc2ccc(cc2)NS(=O)(=O)C,1,0,25273571,-6.896551723968724e-06 -1.3793103448205433e-05 6.896551724198425e-06
C[NH+](CCCl)CCCl,1,0,7017958,-1.2499999999970868e-05 3.469446951953614e-17 -1.734723475976807e-18
C[NH+]1[C@@H]2C[C@H](C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)c4ccccc4,1,0,11870469,4.0371746350005693e-17 4.545454545484324e-06 -3.7848512203130334e-17
C[NH+]1[C@@H]2CC[C@@H]1CC(C2)OC(c3ccccc3)c4ccccc4,1,0,6973661,
C[NH+]1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3,1,0,21608699,-9.52380952370274e-06 -9.523809523829621e-06 4.761904761902916e-06
C[NH+]1C2CC(CC1C3C2O3)OC(=O)C(CO)c4ccccc4,1,0,3692321,-4.545454545544882e-06 4.54545454540358e-06 9.09090909090809e-06
C[NH+]1C[C@@H]2c3ccccc3Oc4ccc(cc4[C@H]2C1)Cl,1,0,70679035,
C[NH+]1CC[C@@]23C=C[C@@H](C[C@@H]2Oc4c3c(ccc4OC)C1)O,1,0,11860544,-4.229421046191072e-17 1.4285714285702139e-05 -1.4285714285717999e-05
C[NH+]1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc4c3cc(cc4)OC,1,0,40459111,-4.999999999943938e-06 -5.000000000007776e-06 -1.499999999997892e-05
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](C=C[C@H]3[C@H]1C5)O)O,1,0,23253564,2.114710523095536e-17 4.761904761935958e-06 4.761904761914811e-06
C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,1,0,40479707,-4.545454545524695e-06 -4.545454545443952e-06 5.424953415782015e-17
