iupac,smiles,expt,calc,Description
2-methoxyethanamine,COCCN,-6.55,-5.027,"cid is 39912,compound_name is Dexibuprofen,cid_paras is 39912,Molecular_Weight is 206.28,XLogP3 is 3.5,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 4,Exact_Mass is 206.130679813,Monoisotopic_Mass is 206.130679813,Topological_Polar_Surface_Area is 37.3,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 203,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Melting_Point is 49-53,Solubility is Insoluble"
"1,1,1,2-tetrachloroethane",C(C(Cl)(Cl)Cl)Cl,-1.43,-0.091,"cid is 12358970,compound_name is (r)-Malathion,cid_paras is 12358970,Molecular_Weight is 330.4,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 8,Rotatable_Bond_Count is 11,Exact_Mass is 330.03606767,Monoisotopic_Mass is 330.03606767,Topological_Polar_Surface_Area is 128,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 341,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
methyl propanoate,CCC(=O)OC,-2.93,-3.652,"cid is 7249,compound_name is 3,4-Dimethylphenol,cid_paras is 7249,Molecular_Weight is 122.16,XLogP3 is 2.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 122.073164938,Monoisotopic_Mass is 122.073164938,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 90.6,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 3,4-dimethylphenolappearsascolorlesstolighttancrystallinepowderorsolid.Odorthreshold1.2mg/L.Tastethreshold0.05mg/L.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":18,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/3%2C4-dimethylphenol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7249,Color/Form is Needlesfromwater,Boiling_Point is 437°Fat760mmHg(NTP,1992),Melting_Point is 144.5°F(NTP,1992),Solubility is lessthan1mg/mLat68°F(NTP,1992),Density is 0.983at68°F(NTP,1992)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
cyclopentane,C1CCCC1,1.2,1.648,"cid is 1732,compound_name is 4-Chloro-3-methylphenol,cid_paras is 1732,Molecular_Weight is 142.58,XLogP3 is 3.1,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 142.0185425,Monoisotopic_Mass is 142.0185425,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 94.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Chlorocresolappearsasapinkishtowhitecrystallinesolidwithaphenolicodor.Meltingpoint64-66°C.Shippedasasolidorinaliquidcarrier.Solubleinaqueousbase.Toxicbyingestion,inhalationorskinabsorption.Usedasanexternalgermicide.Usedasapreservativeinpaintsandinks."",""Markup"":[{""Start"":0,""Length"":12,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Chlorocresol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-1732,Color/Form is Dimorphouscrystals...aqueoussolutionsturnyellowonexposuretolightandair,Odor is Saidtobeodorlesswhenverypure,butusuallyaphenolicodorpersists,Boiling_Point is 455°Fat760mmHg(NTP,1992),Melting_Point is 151°F(NTP,1992),Flash_Point is 230°F(NTP,1992),Solubility is lessthan1mg/mLat68°F(NTP,1992),Density is 0.9at77°F(NTP,1992)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":43,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
3-ethylpyridine,CCc1cccnc1,-4.59,-2.965,"cid is 8114,compound_name is Dipropyl ether,cid_paras is 8114,Molecular_Weight is 102.17,XLogP3 is 2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 4,Exact_Mass is 102.104465066,Monoisotopic_Mass is 102.104465066,Topological_Polar_Surface_Area is 9.2,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 23.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Di-n-propyletherappearsasacolorlessliquidwithastrongodor.Lessdensethanwaterandslightlysolubleinwater.Vaporsareheavierthanair.Inhighconcentrationsthevaporsmaybenarcotic."",""Markup"":[{""Start"":0,""Length"":17,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Di-n-propyl%20ether"",""Type"":""PubChemInternalLink"",""Extra"":""CID-8114"",Color/Form is Mobileliquid,Boiling_Point is 89-91°C,Melting_Point is -122°C,Flash_Point is 70°F(NFPA,2010),Solubility is Solubleinalcohol,ether,Density is 0.7466at20°C/4°C"
"3,5-dimethylpyridine",Cc1cc(cnc1)C,-4.84,-2.869,"cid is 16666,compound_name is l-Menthol,cid_paras is 16666,Molecular_Weight is 156.26,XLogP3 is 3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 1,Exact_Mass is 156.151415257,Monoisotopic_Mass is 156.151415257,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 120,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 3,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is D,l-mentholisawhitecrystallinesolidwithapeppermintodorandtaste.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":11,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/D%2Cl-menthol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-16666,Color/Form is Crystalsorgranules,Odor is Peppermintodor,Boiling_Point is 421°Fat760mmHg(NTP,1992),Melting_Point is 100°F(NTP,1992),Flash_Point is 196°F(NTP,1992),Solubility is lessthan1mg/mLat70°F(NTP,1992),Density is 0.904at59°F(NTP,1992)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
2-methoxyethanol,COCCO,-6.619999999999999,-4.686,"cid is 13450,compound_name is Terbutryn,cid_paras is 13450,Molecular_Weight is 241.36,XLogP3 is 3.7,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 6,Rotatable_Bond_Count is 5,Exact_Mass is 241.13611680,Monoisotopic_Mass is 241.13611680,Topological_Polar_Surface_Area is 88,""Unit"":""Å²"",Heavy_Atom_Count is 16,Formal_Charge is 0,Complexity is 206,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Whitesolid;[HSDB],Color/Form is WHITE,CRYSTALLINE,Boiling_Point is 154-160°Cat0.06mmHg,Melting_Point is 104°C,Solubility is 35.9[ug/mL](ThemeanoftheresultsatpH7.4),Density is 1.115at20°C"
methyl formate,COC=O,-2.78,-4.028,"cid is 10907,compound_name is 2,2,4-Trimethylpentane,cid_paras is 10907,Molecular_Weight is 114.23,XLogP3 is 3.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 2,Exact_Mass is 114.140850574,Monoisotopic_Mass is 114.140850574,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 54.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Isooctaneappearsasaclearcolorlessliquidwithapetroleum-likeodor.Lessdensethanwaterandinsolubleinwater.Vaporsareheavierthanair."",""Markup"":[{""Start"":0,""Length"":9,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Isooctane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-10907"",Color/Form is MOBILELIQUID,Odor is ODOROFGASOLINE,Boiling_Point is 99.238°C,Melting_Point is -107.45°C,Flash_Point is 10°F(NFPA,2010),Solubility is PRACTICALLYINSOLINWATER;SOMEWHATSOLINABSALC;SOLINBENZENE,TOLUENE,XYLENE,CHLOROFORM,ETHER,CARBONDISULFIDE,CARBONTETRACHLORIDE,DMF&OILS,EXCEPTCASTOROIL."",""Markup"":[{""Start"":21,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/WATER"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"",Density is 0.69194@20°C/4°C"
naphthalen-2-amine,c1ccc2cc(ccc2c1)N,-7.47,-8.003,"cid is 10405,compound_name is 5-Nonanone,cid_paras is 10405,Molecular_Weight is 142.24,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 6,Exact_Mass is 142.135765193,Monoisotopic_Mass is 142.135765193,Topological_Polar_Surface_Area is 17.1,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 76.7,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Di-n-butylketoneisacolorlesstolightyellowliquid.Floatsonwater.Freezingpointis21°F.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":17,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Di-n-butyl%20ketone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-10405"",Color/Form is Colorlesstolightyellowliquid,Boiling_Point is 370°Fat760mmHg(USCG,1999),Melting_Point is 21°F(USCG,1999),Flash_Point is 60°C(closedcup),Solubility is Solubleinethanol;verysolubleinetherandchloroform"",""Markup"":[{""Start"":11,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ethanol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-702"",Density is 0.822at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
4-methyl-1H-imidazole,Cc1c[nH]cn1,-10.27,-8.205,"cid is 14215,compound_name is Pebulate,cid_paras is 14215,Molecular_Weight is 203.35,XLogP3 is 3.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 7,Exact_Mass is 203.13438547,Monoisotopic_Mass is 203.13438547,Topological_Polar_Surface_Area is 45.6,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 139,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Pebulateisacolorlesstoyellowliquidwitharomaticodor.Noncorrosive.Usedasanherbicide."",""Markup"":[{""Start"":0,""Length"":8,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Pebulate"",""Type"":""PubChemInternalLink"",""Extra"":""CID-14215,Color/Form is Colorlessoryellowliquid,Odor is Aromaticodor,Boiling_Point is 142°Cat20mmHg,Flash_Point is 124°F(OPENCUP),Solubility is Verysolubleinacetone,benzene,methanol"",""Markup"":[{""Start"":16,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/acetone"",""Type"":""PubChemInternalLink"",""Extra"":""CID-180"",Density is 0.9458at30°C/4°C"
1-methyl-3-nitro-benzene,Cc1cccc(c1)[N+](=O)[O-],-3.45,-3.278,"cid is 11610,compound_name is 1-Heptene,cid_paras is 11610,Molecular_Weight is 98.19,XLogP3 is 4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 4,Exact_Mass is 98.109550447,Monoisotopic_Mass is 98.109550447,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 37.3,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is N-hepteneappearsasacolorlessliquid.Insolubleinwaterandmuchlessdensethanwater.Vaporsheavierthanair.Usedtomakeotherchemicals."",""Markup"":[{""Start"":0,""Length"":9,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/N-heptene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-11610"",Color/Form is Colorlessliquid,Boiling_Point is 200.5°Fat760mmHg(USCG,1999),Melting_Point is -182°F(USCG,1999),Flash_Point is 25°F(USCG,1999),Solubility is Solubleinethanolandether;slightlysolubleincarbontetrachloride"",""Markup"":[{""Start"":11,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ethanol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-702"",Density is 0.697at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":46,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"1,4-dichlorobutane",C(CCCl)CCl,-2.32,-0.404,"cid is 12257,compound_name is Isopropyl formate,cid_paras is 12257,Molecular_Weight is 88.11,XLogP3 is 0.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 88.052429494,Monoisotopic_Mass is 88.052429494,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 6,Formal_Charge is 0,Complexity is 40.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlessliquidwithapleasantodor;[HSDB],Color/Form is Colorlessliquid,Odor is Pleasantodor,Boiling_Point is 68.2°Cat760mmHg,Melting_Point is -80°C,Flash_Point is 22°F(closedcup),Solubility is Slightlysolinwater,Density is 0.8728at20°C/4°C"
nitroxyacetone,CC(=O)CO[N+](=O)[O-],-5.99,-5.362,"cid is 222536,compound_name is Ethylidene diacetate,cid_paras is 222536,Molecular_Weight is 146.14,XLogP3 is 0.5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 4,Exact_Mass is 146.05790880,Monoisotopic_Mass is 146.05790880,Topological_Polar_Surface_Area is 52.6,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 125,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
tert-butylbenzene,CC(C)(C)c1ccccc1,-0.44,-0.803,"cid is 15758,compound_name is 5-Chlorouracil,cid_paras is 15758,Molecular_Weight is 146.53,XLogP3 is -0.3,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 145.9883050,Monoisotopic_Mass is 145.9883050,Topological_Polar_Surface_Area is 58.2,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 199,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
methyl hexanoate,CCCCCC(=O)OC,-2.49,-3.299,"cid is 7407,compound_name is alpha-Methylstyrene,cid_paras is 7407,Molecular_Weight is 118.18,XLogP3 is 3.5,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 118.078250319,Monoisotopic_Mass is 118.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 96.6,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Isopropenylbenzeneappearsasacolorlessliquid.Insolubleinwaterandlessdensethanwater.Flashpoint115°F.Maybemildlytoxicbyingestion,inhalationandskinabsorption.Vaporsmaybenarcoticbyinhalation.Usedasasolventandtomakeotherchemicals."",""Markup"":[{""Start"":0,""Length"":18,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Isopropenylbenzene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7407"",Color/Form is Colorlessliquid...,Odor is ...Characteristicodor.,Boiling_Point is 329.7°Fat760mmHg(NTP,1992),Melting_Point is -9°F(NTP,1992),Flash_Point is 129°F(NTP,1992),Solubility is lessthan1mg/mLat72°F(NTP,1992),Density is 0.91at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"1,1,1-trifluoropropan-2-ol",C[C@@H](C(F)(F)F)O,-4.16,-3.518,"cid is 6556,compound_name is Isopentane,cid_paras is 6556,Molecular_Weight is 72.15,XLogP3 is 2.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 72.093900383,Monoisotopic_Mass is 72.093900383,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 14,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Waterycolorlessliquidwithagasoline-likeodor.Floatsonwater.Flammable,irritatingvaporisproduced.Boilingpointis82°F.(USCG,1999)"",""Markup"":[{""Start"":61,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Color/Form is Volatileliquidorgas,Odor is Pleasantodor,Boiling_Point is 82°Fat760mmHg(NTP,1992),Melting_Point is -255.8°F(NTP,1992),Flash_Point is -70°F(NTP,1992),Solubility is lessthan1mg/mLat73°F(NTP,1992),Density is 0.62at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
1-bromo-pentane,CCCCCBr,-0.1,0.824,"cid is 13567,compound_name is Butyl nitrate,cid_paras is 13567,Molecular_Weight is 119.12,XLogP3 is 2.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 3,Exact_Mass is 119.058243149,Monoisotopic_Mass is 119.058243149,Topological_Polar_Surface_Area is 55,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 68.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Water-whiteliquid;[Hawley]"",""Markup"":[{""Start"":0,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
oct-1-ene,CCCCCCC=C,1.92,2.895,"cid is 7961,compound_name is Bromobenzene,cid_paras is 7961,Molecular_Weight is 157.01,XLogP3 is 3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 155.95746,Monoisotopic_Mass is 155.95746,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 46.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Mobileclearcolorlessliquidwithapungentodor.Flashpoint124°F.Denserthanwaterandinsolubleinwater.Hencesinksinwater.Vaporsareheavierthanair.Askinirritant."",""Markup"":[{""Start"":83,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"",Color/Form is MOBILELIQUID,Odor is AROMATICODOR,Boiling_Point is 313°Fat760mmHg(NTP,1992),Melting_Point is -24°F(NTP,1992),Flash_Point is 123.8°F(NTP,1992),Solubility is lessthan1mg/mLat68.9°F(NTP,1992),Density is 1.49at77°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
6-isopropyl-3-methyl-1-cyclohex-2-enone,CC1=CC(=O)[C@@H](CC1)C(C)C,-4.51,-3.825,"cid is 6278,compound_name is 1,1,1-Trichloroethane,cid_paras is 6278,Molecular_Weight is 133.40,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 131.930033,Monoisotopic_Mass is 131.930033,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 26.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1,1,1-trichloroethaneappearsasacolorlessliquidwithasweet,pleasantodor.Mayirritateskin,eyesandmucousmembranes.Inhighconcentrationsthevaporsmayhaveanarcoticeffect.Nonflammable,butmaydecomposeandemittoxicchloridefumesifexposedtohightemperatures.Usedasasolvent."",""Markup"":[{""Start"":0,""Length"":21,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1%2C1%2C1-trichloroethane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6278"",Color/Form is Colorlessliquid,Odor is ...Mildchloroform-likeodor"",""Markup"":[{""Start"":9,""Length"":10,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/chloroform"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6212,Boiling_Point is 165.4°Fat760mmHg(NTP,1992),Melting_Point is -26.5°F(NTP,1992),Flash_Point is greaterthan200°F(NTP,1992),Solubility is lessthan1mg/mLat68°F(NTP,1992),Density is 1.31at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
propan-2-ol,CC(C)O,-4.74,-3.427,"cid is 2724159,compound_name is Perillaldehyde, (-)-,cid_paras is 2724159,Molecular_Weight is 150.22,XLogP3 is 2.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 2,Exact_Mass is 150.104465066,Monoisotopic_Mass is 150.104465066,Topological_Polar_Surface_Area is 17.1,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 201,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 1,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
